=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.03.19 17:33:44 =~=~=~=~=~=~=~=~=~=~=~=
`~```xxfxfxxxxf7~``````````xxfxfxxxxf7## Start: 19 ####################
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
32, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
31, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 2 ####################
13, 255
25, 255
32, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 0 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 2 ####################
13, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
32, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 0 ####################
11, 255
23, 255
30, 2
35, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 2 ####################
13, 255
25, 255
32, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
31, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 2 ####################
13, 255
25, 255
32, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
32, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 0 ####################
12, 255
24, 255
30, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 2 ####################
13, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
32, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
31, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
31, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
31, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 2 ####################
13, 255
25, 255
32, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
32, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
24, 255
31, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 2 ####################
13, 255
25, 255
32, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
30, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
31, 2
37, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
13, 255
25, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End #####################
## Start: 1 ####################
12, 255
24, 255
31, 2
36, 36
36, 0
35, 255
34, 7
33, 0
32, 0
31, 0
30, 0
29, 0
28, 0
27, 0
26, 0
25, 0
24, 0
23, 0
22, 0
21, 0
20, 0
19, 0
18, 0
17, 0
16, 0
15, 1
14, 0
13, 0
12, 0
11, 0
10, 0
9, 0
8, 0
7, 0
6, 0
5, 2
4, 0
3, 0
2, 0
1, 208
## End ########
